 3.04495E-003  3.15955E-003  3.27802E-003  3.40079E-003  3.52834E-003  3.66123E-003  3.80000E-003  3.94529E-003  4.09779E-003  4.25825E-003  4.42749E-003  4.60642E-003  4.79597E-003  4.99722E-003  5.21129E-003  5.43940E-003  5.68275E-003  5.94264E-003  6.22036E-003  6.51710E-003  6.83397E-003  7.17172E-003  7.53066E-003  7.91030E-003  8.30899E-003  8.72323E-003  9.14691E-003  9.57008E-003  9.97723E-003  1.03447E-002  1.06358E-002  1.07896E-002  1.06874E-002  1.02596E-002  9.77412E-003  9.38506E-003  8.98418E-003  8.56676E-003  8.13710E-003  7.70184E-003  7.26825E-003  6.84350E-003  6.43432E-003  6.04675E-003  5.68631E-003  5.35773E-003  5.06487E-003  4.81102E-003  4.59862E-003  4.42965E-003  4.30581E-003  4.22909E-003  4.20319E-003  4.23692E-003  4.35651E-003  4.81578E-003  5.58235E-003  6.14896E-003  6.38297E-003  6.44093E-003  6.39734E-003  6.29479E-003  6.15986E-003  6.00971E-003  5.85535E-003  5.70372E-003  5.55896E-003  5.42333E-003  5.29783E-003  5.18269E-003  5.07762E-003  4.98199E-003  4.89503E-003  4.81586E-003  4.74362E-003  4.67744E-003  4.61649E-003  4.56001E-003  4.50729E-003  4.45765E-003  4.41049E-003  4.36530E-003  4.32158E-003  4.27890E-003  4.23689E-003  4.19523E-003  4.15362E-003  4.11177E-003  4.06950E-003 
 3.12497E-003  3.24733E-003  3.37429E-003  3.50638E-003  3.64419E-003  3.78833E-003  3.93947E-003  4.09838E-003  4.26589E-003  4.44291E-003  4.63046E-003  4.82964E-003  5.04166E-003  5.26792E-003  5.50982E-003  5.76900E-003  6.04712E-003  6.34604E-003  6.66770E-003  7.01411E-003  7.38726E-003  7.78900E-003  8.22093E-003  8.68405E-003  9.17833E-003  9.70201E-003  1.02507E-002  1.08159E-002  1.13827E-002  1.19269E-002  1.24088E-002  1.27613E-002  1.28531E-002  1.25743E-002  1.21954E-002  1.19065E-002  1.15980E-002  1.12626E-002  1.09031E-002  1.05252E-002  1.01353E-002  9.74032E-003  9.34655E-003  8.95998E-003  8.58620E-003  8.23003E-003  7.89558E-003  7.58649E-003  7.30585E-003  7.05633E-003  6.84054E-003  6.66169E-003  6.52509E-003  6.44188E-003  6.44167E-003  6.78384E-003  7.40851E-003  7.80002E-003  7.85636E-003  7.74582E-003  7.54834E-003  7.30854E-003  7.05305E-003  6.79792E-003  6.55259E-003  6.32219E-003  6.10920E-003  5.91432E-003  5.73723E-003  5.57697E-003  5.43232E-003  5.30182E-003  5.18406E-003  5.07757E-003  4.98102E-003  4.89318E-003  4.81286E-003  4.73902E-003  4.67071E-003  4.60709E-003  4.54734E-003  4.49080E-003  4.43684E-003  4.38493E-003  4.33457E-003  4.28534E-003  4.23692E-003  4.18891E-003  4.14107E-003 
 3.20726E-003  3.33778E-003  3.47370E-003  3.61565E-003  3.76426E-003  3.92027E-003  4.08448E-003  4.25779E-003  4.44116E-003  4.63569E-003  4.84261E-003  5.06322E-003  5.29903E-003  5.55170E-003  5.82301E-003  6.11500E-003  6.42984E-003  6.77002E-003  7.13816E-003  7.53716E-003  7.97005E-003  8.44000E-003  8.95017E-003  9.50343E-003  1.01019E-002  1.07464E-002  1.14353E-002  1.21625E-002  1.29155E-002  1.36703E-002  1.43851E-002  1.49856E-002  1.53252E-002  1.52389E-002  1.49972E-002  1.48369E-002  1.46480E-002  1.44198E-002  1.41529E-002  1.38518E-002  1.35220E-002  1.31699E-002  1.28015E-002  1.24225E-002  1.20384E-002  1.16541E-002  1.12741E-002  1.09023E-002  1.05423E-002  1.01976E-002  9.87170E-003  9.56924E-003  9.29728E-003  9.06984E-003  8.92085E-003  9.11382E-003  9.55072E-003  9.71211E-003  9.54146E-003  9.22094E-003  8.83625E-003  8.43321E-003  8.03722E-003  7.66189E-003  7.31391E-003  6.99570E-003  6.70732E-003  6.44743E-003  6.21396E-003  6.00459E-003  5.81689E-003  5.64851E-003  5.49724E-003  5.36106E-003  5.23805E-003  5.12657E-003  5.02510E-003  4.93230E-003  4.84695E-003  4.76798E-003  4.69441E-003  4.62542E-003  4.56022E-003  4.49815E-003  4.43861E-003  4.38105E-003  4.32510E-003  4.27030E-003  4.21632E-003 
 3.29189E-003  3.43098E-003  3.57635E-003  3.72866E-003  3.88867E-003  4.05721E-003  4.23524E-003  4.42375E-003  4.62387E-003  4.83689E-003  5.06423E-003  5.30743E-003  5.56828E-003  5.84871E-003  6.15090E-003  6.47729E-003  6.83064E-003  7.21400E-003  7.63079E-003  8.08483E-003  8.58034E-003  9.12194E-003  9.71461E-003  1.03635E-002  1.10735E-002  1.18489E-002  1.26920E-002  1.36013E-002  1.45683E-002  1.55721E-002  1.65703E-002  1.74810E-002  1.81385E-002  1.83004E-002  1.82331E-002  1.82362E-002  1.82001E-002  1.81093E-002  1.79618E-002  1.77604E-002  1.75101E-002  1.72163E-002  1.68847E-002  1.65209E-002  1.61301E-002  1.57171E-002  1.52868E-002  1.48433E-002  1.43909E-002  1.39335E-002  1.34759E-002  1.30239E-002  1.25865E-002  1.21811E-002  1.18473E-002  1.18512E-002  1.20413E-002  1.19014E-002  1.14425E-002  1.08633E-002  1.02546E-002  9.66142E-003  9.10545E-003  8.59584E-003  8.13482E-003  7.72096E-003  7.35108E-003  7.02123E-003  6.72727E-003  6.46522E-003  6.23137E-003  6.02233E-003  5.83505E-003  5.66686E-003  5.51532E-003  5.37829E-003  5.25389E-003  5.14049E-003  5.03659E-003  4.94090E-003  4.85226E-003  4.76964E-003  4.69215E-003  4.61894E-003  4.54936E-003  4.48270E-003  4.41850E-003  4.35624E-003  4.29551E-003 
 3.37893E-003  3.52709E-003  3.68242E-003  3.84564E-003  4.01768E-003  4.19945E-003  4.39203E-003  4.59654E-003  4.81430E-003  5.04679E-003  5.29558E-003  5.56250E-003  5.84958E-003  6.15907E-003  6.49353E-003  6.85583E-003  7.24926E-003  7.67748E-003  8.14472E-003  8.65575E-003  9.21601E-003  9.83171E-003  1.05098E-002  1.12581E-002  1.20849E-002  1.29988E-002  1.40078E-002  1.51171E-002  1.63259E-002  1.76206E-002  1.89623E-002  2.02638E-002  2.13346E-002  2.18200E-002  2.19747E-002  2.21855E-002  2.23437E-002  2.24272E-002  2.24312E-002  2.23571E-002  2.22093E-002  2.19923E-002  2.17115E-002  2.13718E-002  2.09785E-002  2.05362E-002  2.00499E-002  1.95242E-002  1.89636E-002  1.83729E-002  1.77574E-002  1.71242E-002  1.64841E-002  1.58581E-002  1.52930E-002  1.50555E-002  1.49184E-002  1.43811E-002  1.35563E-002  1.26615E-002  1.17896E-002  1.09800E-002  1.02467E-002  9.59119E-003  9.00904E-003  8.49361E-003  8.03761E-003  7.63399E-003  7.27624E-003  6.95854E-003  6.67581E-003  6.42360E-003  6.19798E-003  5.99558E-003  5.81345E-003  5.64898E-003  5.49991E-003  5.36426E-003  5.24031E-003  5.12649E-003  5.02148E-003  4.92403E-003  4.83313E-003  4.74779E-003  4.66723E-003  4.59067E-003  4.51746E-003  4.44705E-003  4.37891E-003 
 3.46861E-003  3.62631E-003  3.79209E-003  3.96683E-003  4.15152E-003  4.34721E-003  4.55508E-003  4.77642E-003  5.01272E-003  5.26562E-003  5.53693E-003  5.82871E-003  6.14321E-003  6.48305E-003  6.85111E-003  7.25073E-003  7.68564E-003  8.16017E-003  8.67927E-003  9.24865E-003  9.87501E-003  1.05661E-002  1.13310E-002  1.21802E-002  1.31260E-002  1.41822E-002  1.53640E-002  1.66865E-002  1.81612E-002  1.97890E-002  2.15445E-002  2.33428E-002  2.49656E-002  2.58859E-002  2.63289E-002  2.68070E-002  2.72129E-002  2.75170E-002  2.77123E-002  2.77997E-002  2.77825E-002  2.76652E-002  2.74521E-002  2.71479E-002  2.67572E-002  2.62850E-002  2.57360E-002  2.51150E-002  2.44272E-002  2.36777E-002  2.28723E-002  2.20186E-002  2.11284E-002  2.02255E-002  1.93655E-002  1.88120E-002  1.82289E-002  1.71566E-002  1.58657E-002  1.45906E-002  1.34167E-002  1.23686E-002  1.14455E-002  1.06367E-002  9.92878E-003  9.30848E-003  8.76366E-003  8.28382E-003  7.85992E-003  7.48427E-003  7.15038E-003  6.85274E-003  6.58661E-003  6.34789E-003  6.13316E-003  5.93934E-003  5.76381E-003  5.60425E-003  5.45868E-003  5.32531E-003  5.20259E-003  5.08911E-003  4.98366E-003  4.88517E-003  4.79265E-003  4.70529E-003  4.62230E-003  4.54305E-003  4.46687E-003 
 3.56110E-003  3.72879E-003  3.90556E-003  4.09240E-003  4.29037E-003  4.50068E-003  4.72462E-003  4.96366E-003  5.21943E-003  5.49376E-003  5.78868E-003  6.10645E-003  6.44961E-003  6.82106E-003  7.22405E-003  7.66228E-003  8.13997E-003  8.66202E-003  9.23404E-003  9.86267E-003  1.05557E-002  1.13222E-002  1.21734E-002  1.31226E-002  1.41859E-002  1.53829E-002  1.67373E-002  1.82767E-002  2.00313E-002  2.20280E-002  2.42729E-002  2.67078E-002  2.90993E-002  3.06418E-002  3.14800E-002  3.23123E-002  3.30388E-002  3.36246E-002  3.40631E-002  3.43559E-002  3.45063E-002  3.45181E-002  3.43951E-002  3.41409E-002  3.37600E-002  3.32568E-002  3.26362E-002  3.19034E-002  3.10638E-002  3.01230E-002  2.90866E-002  2.79615E-002  2.67586E-002  2.55009E-002  2.42509E-002  2.32594E-002  2.20324E-002  2.02138E-002  1.83280E-002  1.66053E-002  1.50984E-002  1.37992E-002  1.26821E-002  1.17192E-002  1.08856E-002  1.01604E-002  9.52627E-003  8.96919E-003  8.47773E-003  8.04242E-003  7.65549E-003  7.31039E-003  7.00167E-003  6.72463E-003  6.47529E-003  6.25020E-003  6.04638E-003  5.86120E-003  5.69239E-003  5.53796E-003  5.39612E-003  5.26534E-003  5.14418E-003  5.03144E-003  4.92601E-003  4.82692E-003  4.73331E-003  4.64444E-003  4.55961E-003 
 3.65650E-003  3.83466E-003  4.02299E-003  4.22251E-003  4.43446E-003  4.66015E-003  4.90099E-003  5.15862E-003  5.43484E-003  5.73166E-003  6.05129E-003  6.39625E-003  6.76932E-003  7.17369E-003  7.61291E-003  8.09105E-003  8.61277E-003  9.18343E-003  9.80926E-003  1.04976E-002  1.12571E-002  1.20983E-002  1.30338E-002  1.40792E-002  1.52543E-002  1.65840E-002  1.81007E-002  1.98463E-002  2.18748E-002  2.42530E-002  2.70511E-002  3.02981E-002  3.38231E-002  3.63618E-002  3.78119E-002  3.91419E-002  4.02980E-002  4.12533E-002  4.20094E-002  4.25714E-002  4.29430E-002  4.31270E-002  4.31261E-002  4.29431E-002  4.25816E-002  4.20458E-002  4.13408E-002  4.04719E-002  3.94450E-002  3.82660E-002  3.69404E-002  3.54727E-002  3.38680E-002  3.21392E-002  3.03397E-002  2.86619E-002  2.64013E-002  2.34899E-002  2.08541E-002  1.86309E-002  1.67816E-002  1.52370E-002  1.39348E-002  1.28257E-002  1.18720E-002  1.10453E-002  1.03234E-002  9.68945E-003  9.12980E-003  8.63358E-003  8.19193E-003  7.79752E-003  7.44418E-003  7.12675E-003  6.84080E-003  6.58247E-003  6.34846E-003  6.13588E-003  5.94218E-003  5.76513E-003  5.60274E-003  5.45328E-003  5.31518E-003  5.18704E-003  5.06767E-003  4.95592E-003  4.85084E-003  4.75156E-003  4.65730E-003 
 3.75494E-003  3.94411E-003  4.14457E-003  4.35744E-003  4.58410E-003  4.82593E-003  5.08454E-003  5.36170E-003  5.65938E-003  5.97976E-003  6.32530E-003  6.69869E-003  7.10298E-003  7.54164E-003  8.01848E-003  8.53791E-003  9.10494E-003  9.72534E-003  1.04058E-002  1.11541E-002  1.19798E-002  1.28939E-002  1.39104E-002  1.50463E-002  1.63238E-002  1.77716E-002  1.94289E-002  2.13498E-002  2.36130E-002  2.63348E-002  2.96884E-002  3.39140E-002  3.92072E-002  4.36671E-002  4.63369E-002  4.84404E-002  5.02136E-002  5.16897E-002  5.28939E-002  5.38374E-002  5.45242E-002  5.49558E-002  5.51328E-002  5.50567E-002  5.47305E-002  5.41579E-002  5.33442E-002  5.22952E-002  5.10175E-002  4.95179E-002  4.78015E-002  4.58697E-002  4.37161E-002  4.13214E-002  3.86672E-002  3.56160E-002  3.13748E-002  2.67952E-002  2.32746E-002  2.05564E-002  1.84009E-002  1.66454E-002  1.51838E-002  1.39458E-002  1.28830E-002  1.19612E-002  1.11550E-002  1.04453E-002  9.81732E-003  9.25915E-003  8.76117E-003  8.31549E-003  7.91549E-003  7.55551E-003  7.23079E-003  6.93714E-003  6.67098E-003  6.42912E-003  6.20875E-003  6.00746E-003  5.82302E-003  5.65349E-003  5.49717E-003  5.35248E-003  5.21805E-003  5.09265E-003  4.97519E-003  4.86471E-003  4.76027E-003 
 3.85661E-003  4.05736E-003  4.27056E-003  4.49746E-003  4.73954E-003  4.99834E-003  5.27561E-003  5.57328E-003  5.89349E-003  6.23862E-003  6.61132E-003  7.01447E-003  7.45144E-003  7.92585E-003  8.44180E-003  9.00403E-003  9.61780E-003  1.02892E-002  1.10252E-002  1.18341E-002  1.27254E-002  1.37109E-002  1.48046E-002  1.60242E-002  1.73924E-002  1.89390E-002  2.07053E-002  2.27509E-002  2.51675E-002  2.81075E-002  3.18507E-002  3.69796E-002  4.49041E-002  5.41469E-002  6.04294E-002  6.39094E-002  6.67101E-002  6.90576E-002  7.10174E-002  7.26070E-002  7.38287E-002  7.46813E-002  7.51631E-002  7.52737E-002  7.50148E-002  7.43903E-002  7.34056E-002  7.20676E-002  7.03846E-002  6.83655E-002  6.60168E-002  6.33383E-002  6.03098E-002  5.68529E-002  5.27036E-002  4.56323E-002  3.65154E-002  2.96133E-002  2.53065E-002  2.22466E-002  1.98946E-002  1.79971E-002  1.64180E-002  1.50760E-002  1.39187E-002  1.29097E-002  1.20232E-002  1.12392E-002  1.05427E-002  9.92133E-003  9.36524E-003  8.86617E-003  8.41719E-003  8.01236E-003  7.64658E-003  7.31540E-003  7.01495E-003  6.74181E-003  6.49292E-003  6.26563E-003  6.05754E-003  5.86649E-003  5.69059E-003  5.52813E-003  5.37755E-003  5.23747E-003  5.10668E-003  4.98413E-003  4.86878E-003 
 3.96167E-003  4.17458E-003  4.40113E-003  4.64278E-003  4.90105E-003  5.17768E-003  5.47456E-003  5.79379E-003  6.13767E-003  6.50879E-003  6.90997E-003  7.34437E-003  7.81555E-003  8.32732E-003  8.88411E-003  9.49086E-003  1.01531E-002  1.08770E-002  1.16700E-002  1.25403E-002  1.34976E-002  1.45533E-002  1.57213E-002  1.70186E-002  1.84663E-002  2.00921E-002  2.19334E-002  2.40432E-002  2.65022E-002  2.94441E-002  3.31181E-002  3.80641E-002  4.56865E-002  5.42865E-002  6.00373E-002  6.35009E-002  6.64385E-002  6.89726E-002  7.11286E-002  7.29084E-002  7.43078E-002  7.53221E-002  7.59473E-002  7.61819E-002  7.60263E-002  7.54832E-002  7.45576E-002  7.32556E-002  7.15856E-002  6.95566E-002  6.71765E-002  6.44486E-002  6.13606E-002  5.78514E-002  5.36821E-002  4.65368E-002  3.74674E-002  3.07888E-002  2.66247E-002  2.36095E-002  2.12407E-002  1.92920E-002  1.76435E-002  1.62238E-002  1.49859E-002  1.38971E-002  1.29331E-002  1.20755E-002  1.13095E-002  1.06232E-002  1.00067E-002  9.45176E-003  8.95120E-003  8.49890E-003  8.08955E-003  7.71842E-003  7.38141E-003  7.07487E-003  6.79548E-003  6.54039E-003  6.30694E-003  6.09282E-003  5.89592E-003  5.71437E-003  5.54648E-003  5.39068E-003  5.24562E-003  5.11010E-003  4.98301E-003 
 4.07030E-003  4.29594E-003  4.53651E-003  4.79363E-003  5.06891E-003  5.36428E-003  5.68178E-003  6.02365E-003  6.39242E-003  6.79085E-003  7.22198E-003  7.68923E-003  8.19630E-003  8.74728E-003  9.34688E-003  1.00002E-002  1.07129E-002  1.14916E-002  1.23435E-002  1.32768E-002  1.43013E-002  1.54277E-002  1.66690E-002  1.80405E-002  1.95605E-002  2.12516E-002  2.31425E-002  2.52700E-002  2.76830E-002  3.04479E-002  3.36533E-002  3.74042E-002  4.17561E-002  4.51506E-002  4.73650E-002  4.96367E-002  5.17982E-002  5.37498E-002  5.54450E-002  5.68600E-002  5.79809E-002  5.87988E-002  5.93080E-002  5.95062E-002  5.93925E-002  5.89685E-002  5.82380E-002  5.72054E-002  5.58774E-002  5.42624E-002  5.23693E-002  5.02076E-002  4.77866E-002  4.51140E-002  4.21900E-002  3.87395E-002  3.45899E-002  3.06034E-002  2.73998E-002  2.47476E-002  2.25029E-002  2.05713E-002  1.88884E-002  1.74088E-002  1.60992E-002  1.49340E-002  1.38931E-002  1.29605E-002  1.21228E-002  1.13688E-002  1.06889E-002  1.00749E-002  9.51966E-003  9.01694E-003  8.56118E-003  8.14748E-003  7.77143E-003  7.42919E-003  7.11721E-003  6.83236E-003  6.57181E-003  6.33300E-003  6.11365E-003  5.91165E-003  5.72518E-003  5.55257E-003  5.39222E-003  5.24286E-003  5.10322E-003 
 4.18267E-003  4.42162E-003  4.67691E-003  4.95023E-003  5.24338E-003  5.55848E-003  5.89761E-003  6.26334E-003  6.65828E-003  7.08547E-003  7.54816E-003  8.04995E-003  8.59481E-003  9.18709E-003  9.83168E-003  1.05339E-002  1.12997E-002  1.21357E-002  1.30493E-002  1.40485E-002  1.51428E-002  1.63423E-002  1.76588E-002  1.91053E-002  2.06969E-002  2.24503E-002  2.43838E-002  2.65167E-002  2.88659E-002  3.14382E-002  3.42078E-002  3.70645E-002  3.97097E-002  4.20555E-002  4.42695E-002  4.63755E-002  4.83372E-002  5.01137E-002  5.16645E-002  5.29620E-002  5.39883E-002  5.47318E-002  5.51852E-002  5.53449E-002  5.52099E-002  5.47810E-002  5.40617E-002  5.30564E-002  5.17713E-002  5.02156E-002  4.83998E-002  4.63367E-002  4.40428E-002  4.15374E-002  3.88372E-002  3.59802E-002  3.32693E-002  3.07407E-002  2.82513E-002  2.59285E-002  2.38144E-002  2.19093E-002  2.01976E-002  1.86603E-002  1.72783E-002  1.60344E-002  1.49134E-002  1.39020E-002  1.29885E-002  1.21626E-002  1.14153E-002  1.07384E-002  1.01249E-002  9.56837E-003  9.06306E-003  8.60385E-003  8.18611E-003  7.80569E-003  7.45886E-003  7.14222E-003  6.85268E-003  6.58749E-003  6.34415E-003  6.12036E-003  5.91403E-003  5.72344E-003  5.54678E-003  5.38262E-003  5.22962E-003 
 4.29888E-003  4.55178E-003  4.82251E-003  5.11286E-003  5.42483E-003  5.76058E-003  6.12250E-003  6.51329E-003  6.93579E-003  7.39328E-003  7.88919E-003  8.42742E-003  9.01213E-003  9.64798E-003  1.03401E-002  1.10940E-002  1.19160E-002  1.28126E-002  1.37915E-002  1.48606E-002  1.60289E-002  1.73063E-002  1.87031E-002  2.02306E-002  2.19007E-002  2.37250E-002  2.57141E-002  2.78747E-002  3.02053E-002  3.26867E-002  3.52671E-002  3.78436E-002  4.02737E-002  4.28462E-002  4.55342E-002  4.79546E-002  5.01285E-002  5.20609E-002  5.37351E-002  5.51322E-002  5.62378E-002  5.70407E-002  5.75330E-002  5.77106E-002  5.75725E-002  5.71193E-002  5.63541E-002  5.52816E-002  5.39088E-002  5.22446E-002  5.03000E-002  4.80877E-002  4.56218E-002  4.29137E-002  3.99625E-002  3.68116E-002  3.40824E-002  3.18284E-002  2.95677E-002  2.73740E-002  2.53036E-002  2.33833E-002  2.16201E-002  2.00104E-002  1.85452E-002  1.72138E-002  1.60051E-002  1.49082E-002  1.39129E-002  1.30096E-002  1.21898E-002  1.14454E-002  1.07694E-002  1.01551E-002  9.59674E-003  9.08882E-003  8.62648E-003  8.20528E-003  7.82118E-003  7.47056E-003  7.15009E-003  6.85674E-003  6.58776E-003  6.34074E-003  6.11329E-003  5.90350E-003  5.70949E-003  5.52955E-003  5.36229E-003 
 4.41911E-003  4.68666E-003  4.97356E-003  5.28175E-003  5.61340E-003  5.97085E-003  6.35673E-003  6.77386E-003  7.22542E-003  7.71481E-003  8.24578E-003  8.82245E-003  9.44928E-003  1.01312E-002  1.08737E-002  1.16825E-002  1.25641E-002  1.35255E-002  1.45741E-002  1.57183E-002  1.69667E-002  1.83288E-002  1.98142E-002  2.14331E-002  2.31951E-002  2.51090E-002  2.71811E-002  2.94129E-002  3.17976E-002  3.43156E-002  3.69298E-002  3.95906E-002  4.22703E-002  4.52851E-002  4.84647E-002  5.13154E-002  5.38447E-002  5.60677E-002  5.79805E-002  5.95730E-002  6.08347E-002  6.17559E-002  6.23297E-002  6.25520E-002  6.24219E-002  6.19401E-002  6.11094E-002  5.99348E-002  5.84236E-002  5.65848E-002  5.44291E-002  5.19681E-002  4.92124E-002  4.61684E-002  4.28317E-002  3.92628E-002  3.62033E-002  3.37798E-002  3.14384E-002  2.91868E-002  2.70511E-002  2.50512E-002  2.31964E-002  2.14875E-002  1.99202E-002  1.84870E-002  1.71792E-002  1.59872E-002  1.49019E-002  1.39143E-002  1.30158E-002  1.21985E-002  1.14552E-002  1.07789E-002  1.01636E-002  9.60354E-003  9.09348E-003  8.62871E-003  8.20485E-003  7.81798E-003  7.46451E-003  7.14115E-003  6.84490E-003  6.57308E-003  6.32318E-003  6.09298E-003  5.88052E-003  5.68387E-003  5.50142E-003 
 4.54349E-003  4.82633E-003  5.13012E-003  5.45701E-003  5.80930E-003  6.18957E-003  6.60060E-003  7.04549E-003  7.52760E-003  8.05060E-003  8.61855E-003  9.23580E-003  9.90721E-003  1.06380E-002  1.14340E-002  1.23012E-002  1.32465E-002  1.42771E-002  1.54010E-002  1.66263E-002  1.79622E-002  1.94179E-002  2.10029E-002  2.27269E-002  2.45990E-002  2.66270E-002  2.88166E-002  3.11697E-002  3.36831E-002  3.63470E-002  3.91479E-002  4.20783E-002  4.51631E-002  4.86795E-002  5.23642E-002  5.56836E-002  5.86284E-002  6.12085E-002  6.34235E-002  6.52671E-002  6.67309E-002  6.78066E-002  6.84887E-002  6.87732E-002  6.86593E-002  6.81479E-002  6.72417E-002  6.59461E-002  6.42685E-002  6.22181E-002  5.98055E-002  5.70418E-002  5.39369E-002  5.04972E-002  4.67227E-002  4.26892E-002  3.91934E-002  3.64251E-002  3.38324E-002  3.13886E-002  2.90918E-002  2.69460E-002  2.49534E-002  2.31128E-002  2.14193E-002  1.98660E-002  1.84446E-002  1.71460E-002  1.59611E-002  1.48809E-002  1.38967E-002  1.30004E-002  1.21843E-002  1.14414E-002  1.07649E-002  1.01490E-002  9.58791E-003  9.07659E-003  8.61034E-003  8.18488E-003  7.79630E-003  7.44102E-003  7.11579E-003  6.81766E-003  6.54391E-003  6.29208E-003  6.06001E-003  5.84564E-003  5.64715E-003 
