3.875000E-001 3.840022E-032 1.224840E-031 -1.715422E-031
7.750000E-001 1.486585E-031 3.348278E-031 -3.833029E-031
1.162500E+000 2.071228E-031 4.881796E-031 -5.841993E-031
1.550000E+000 2.049454E-031 5.733439E-031 -6.828307E-031
1.937500E+000 1.376084E-031 6.099479E-031 -6.392115E-031
2.325000E+000 -1.866259E-031 5.751046E-031 -4.115403E-031
2.712500E+000 -2.649031E-031 5.916007E-031 4.381739E-031
3.100000E+000 -2.424411E-031 7.106458E-031 7.257796E-031
3.487500E+000 -1.469398E-031 8.465185E-031 8.720502E-031
3.875000E+000 1.853443E-031 9.721702E-031 9.726593E-031
4.262500E+000 3.190686E-031 1.068586E-030 1.058498E-030
4.650000E+000 4.194448E-031 1.129550E-030 1.131924E-030
5.037500E+000 5.276142E-031 1.187691E-030 1.192005E-030
5.425000E+000 6.426967E-031 1.249326E-030 1.244039E-030
5.812500E+000 7.484757E-031 1.298047E-030 1.292751E-030
6.200000E+000 8.454626E-031 1.342330E-030 1.340092E-030
6.587500E+000 9.303664E-031 1.386251E-030 1.385632E-030
6.975000E+000 1.091420E-030 1.495940E-030 1.428863E-030
7.362500E+000 2.197516E-018 2.197555E-018 1.470345E-030
7.750000E+000 3.144783E-009 3.146533E-009 1.992990E-028
8.137500E+000 7.754283E-005 8.170057E-005 1.776100E-016
8.525000E+000 3.478801E-004 4.931329E-004 2.786003E-008
8.912500E+000 1.122967E-003 1.399075E-003 1.145984E-004
9.300000E+000 2.137242E-003 2.954118E-003 3.039540E-004
9.687500E+000 3.300339E-003 4.543770E-003 1.214063E-003
1.007500E+001 4.793932E-003 6.752229E-003 1.945716E-003
1.046250E+001 6.069174E-003 8.704635E-003 3.197757E-003
1.085000E+001 7.091148E-003 1.021088E-002 4.249759E-003
1.123750E+001 7.837056E-003 1.148699E-002 5.405212E-003
1.162500E+001 8.125628E-003 1.194262E-002 6.647782E-003
1.201250E+001 8.480150E-003 1.235929E-002 7.262413E-003
1.240000E+001 8.727122E-003 1.269764E-002 8.227729E-003
1.278750E+001 9.389464E-003 1.321407E-002 8.855357E-003
1.317500E+001 9.817073E-003 1.381039E-002 9.133794E-003
1.356250E+001 1.010267E-002 1.423304E-002 1.011978E-002
1.395000E+001 1.080153E-002 1.490282E-002 1.047999E-002
1.433750E+001 1.039582E-002 1.472529E-002 1.088458E-002
1.472500E+001 1.097530E-002 1.517979E-002 1.188940E-002
1.511250E+001 1.177199E-002 1.619833E-002 1.197487E-002
1.550000E+001 1.145035E-002 1.614427E-002 1.238867E-002
1.588750E+001 1.320677E-002 1.803487E-002 1.324584E-002
1.627500E+001 1.435218E-002 1.983453E-002 1.341946E-002
1.666250E+001 1.593816E-002 2.118678E-002 1.397202E-002
1.705000E+001 1.828016E-002 2.393228E-002 1.514567E-002
1.743750E+001 1.924201E-002 2.523879E-002 1.618381E-002
1.782500E+001 2.255399E-002 2.807112E-002 1.770674E-002
1.821250E+001 2.438432E-002 3.034039E-002 1.940696E-002
1.860000E+001 2.518079E-002 3.123033E-002 2.069097E-002
1.898750E+001 2.881648E-002 3.494175E-002 2.308670E-002
1.937500E+001 3.173038E-002 3.766532E-002 2.492314E-002
1.976250E+001 3.258383E-002 3.909485E-002 2.662285E-002
2.015000E+001 3.873329E-002 4.489512E-002 3.005004E-002
2.053750E+001 4.702723E-002 5.212758E-002 3.298304E-002
2.092500E+001 5.012142E-002 5.535811E-002 3.504532E-002
2.131250E+001 5.301584E-002 5.739967E-002 3.903418E-002
2.170000E+001 8.206394E-002 8.466570E-002 4.446973E-002
2.208750E+001 1.079385E-001 1.096870E-001 4.687528E-002
2.247500E+001 2.355572E-001 2.361576E-001 5.406314E-002
2.286250E+001 3.214041E-001 3.217923E-001 6.152822E-002
2.325000E+001 4.814971E-001 4.816950E-001 6.482399E-002
2.363750E+001 5.993947E-001 5.995327E-001 7.518339E-002
2.402500E+001 7.192566E-001 7.193586E-001 1.701458E-001
2.441250E+001 8.194550E-001 8.195360E-001 2.407205E-001
2.480000E+001 8.794652E-001 8.795409E-001 3.886449E-001
2.518750E+001 9.359796E-001 9.360494E-001 5.115571E-001
2.557500E+001 9.597429E-001 9.598136E-001 6.405597E-001
2.596250E+001 9.834553E-001 9.835256E-001 7.561379E-001
2.635000E+001 9.915302E-001 9.916028E-001 8.366080E-001
2.673750E+001 9.992956E-001 9.993699E-001 9.035175E-001
2.712500E+001 1.000653E+000 1.000730E+000 9.423381E-001
2.751250E+001 1.001621E+000 1.001701E+000 9.700618E-001
2.790000E+001 1.000872E+000 1.000953E+000 9.848851E-001
2.828750E+001 9.998782E-001 9.999613E-001 9.955004E-001
2.867500E+001 9.991731E-001 9.992575E-001 9.988854E-001
2.906250E+001 9.983555E-001 9.984401E-001 1.001699E+000
2.945000E+001 9.980613E-001 9.981465E-001 1.000988E+000
2.983750E+001 9.977718E-001 9.978562E-001 1.000734E+000
3.022500E+001 9.977743E-001 9.978584E-001 9.995706E-001
3.061250E+001 9.977894E-001 9.978725E-001 9.988942E-001
3.100000E+001 9.978610E-001 9.979431E-001 9.982931E-001
