 1.45620E-006  1.33162E-006  1.20575E-006  1.07863E-006  9.50301E-007  8.20805E-007  6.90187E-007  5.58451E-007  4.25634E-007  2.91733E-007  1.56738E-007  2.06232E-008 -1.16696E-007 -2.55286E-007 -3.95315E-007 -5.36946E-007 -6.80456E-007 -8.26143E-007 -9.74449E-007 -1.12586E-006 -1.28102E-006 -1.44070E-006 -1.60580E-006 -1.77744E-006 -1.95691E-006 -2.14573E-006 -2.34566E-006 -2.55871E-006 -2.78708E-006 -3.03316E-006 -3.29923E-006 -3.58701E-006 -3.89628E-006 -3.20320E-006 -3.07586E-006 -3.25583E-006 -3.42610E-006 -3.57857E-006 -3.70991E-006 -3.81927E-006 -3.90720E-006 -3.97449E-006 -4.02186E-006 -4.05004E-006 -4.05943E-006 -4.05003E-006 -4.02184E-006 -3.97448E-006 -3.90721E-006 -3.81929E-006 -3.70992E-006 -3.57859E-006 -3.42612E-006 -3.25583E-006 -3.07586E-006 -3.20319E-006 -3.89629E-006 -3.58703E-006 -3.29925E-006 -3.03319E-006 -2.78710E-006 -2.55873E-006 -2.34569E-006 -2.14576E-006 -1.95694E-006 -1.77746E-006 -1.60583E-006 -1.44071E-006 -1.28104E-006 -1.12588E-006 -9.74465E-007 -8.26154E-007 -6.80458E-007 -5.36950E-007 -3.95310E-007 -2.55287E-007 -1.16688E-007  2.06309E-008  1.56747E-007  2.91749E-007  4.25645E-007  5.58468E-007  6.90197E-007  8.20824E-007  9.50314E-007  1.07864E-006  1.20576E-006  1.33162E-006  1.45621E-006 
 1.27177E-006  1.15710E-006  1.04081E-006  9.22830E-007  8.03170E-007  6.81742E-007  5.58538E-007  4.33448E-007  3.06405E-007  1.77274E-007  4.59231E-008 -8.78439E-008 -2.24257E-007 -3.63601E-007 -5.06229E-007 -6.52560E-007 -8.03129E-007 -9.58550E-007 -1.11958E-006 -1.28714E-006 -1.46229E-006 -1.64634E-006 -1.84080E-006 -2.04752E-006 -2.26864E-006 -2.50676E-006 -2.76494E-006 -3.04699E-006 -3.35748E-006 -3.70255E-006 -4.09065E-006 -4.53503E-006 -5.05903E-006 -3.59866E-006 -3.60933E-006 -3.94479E-006 -4.24174E-006 -4.50305E-006 -4.72927E-006 -4.92027E-006 -5.07627E-006 -5.19756E-006 -5.28409E-006 -5.33592E-006 -5.35318E-006 -5.33588E-006 -5.28404E-006 -5.19752E-006 -5.07626E-006 -4.92028E-006 -4.72925E-006 -4.50304E-006 -4.24172E-006 -3.94476E-006 -3.60932E-006 -3.59867E-006 -5.05909E-006 -4.53511E-006 -4.09071E-006 -3.70263E-006 -3.35753E-006 -3.04705E-006 -2.76498E-006 -2.50682E-006 -2.26866E-006 -2.04756E-006 -1.84082E-006 -1.64638E-006 -1.46231E-006 -1.28717E-006 -1.11960E-006 -9.58567E-007 -8.03142E-007 -6.52577E-007 -5.06243E-007 -3.63613E-007 -2.24267E-007 -8.78496E-008  4.59174E-008  1.77277E-007  3.06399E-007  4.33454E-007  5.58532E-007  6.81754E-007  8.03161E-007  9.22841E-007  1.04080E-006  1.15711E-006  1.27176E-006 
 1.10821E-006  1.00496E-006  8.99845E-007  7.92831E-007  6.83774E-007  5.72635E-007  4.59217E-007  3.43442E-007  2.25069E-007  1.03934E-007 -2.02509E-008 -1.47765E-007 -2.78981E-007 -4.14338E-007 -5.54315E-007 -6.99568E-007 -8.50773E-007 -1.00883E-006 -1.17472E-006 -1.34968E-006 -1.53510E-006 -1.73271E-006 -1.94449E-006 -2.17285E-006 -2.42058E-006 -2.69111E-006 -2.98842E-006 -3.31737E-006 -3.68365E-006 -4.09409E-006 -4.55633E-006 -5.07832E-006 -5.66543E-006 -3.77013E-006 -3.80447E-006 -4.24977E-006 -4.65233E-006 -5.01112E-006 -5.32519E-006 -5.59329E-006 -5.81431E-006 -5.98740E-006 -6.11166E-006 -6.18638E-006 -6.21129E-006 -6.18634E-006 -6.11163E-006 -5.98739E-006 -5.81429E-006 -5.59329E-006 -5.32519E-006 -5.01113E-006 -4.65229E-006 -4.24974E-006 -3.80449E-006 -3.77019E-006 -5.66561E-006 -5.07843E-006 -4.55645E-006 -4.09415E-006 -3.68375E-006 -3.31741E-006 -2.98850E-006 -2.69114E-006 -2.42065E-006 -2.17288E-006 -1.94454E-006 -1.73275E-006 -1.53515E-006 -1.34971E-006 -1.17476E-006 -1.00886E-006 -8.50815E-007 -6.99600E-007 -5.54357E-007 -4.14365E-007 -2.79013E-007 -1.47800E-007 -2.02754E-008  1.03896E-007  2.25046E-007  3.43405E-007  4.59204E-007  5.72600E-007  6.83762E-007  7.92801E-007  8.99833E-007  1.00494E-006  1.10820E-006 
 9.67750E-007  8.77403E-007  7.85187E-007  6.91026E-007  5.94767E-007  4.96300E-007  3.95429E-007  2.91993E-007  1.85743E-007  7.64398E-008 -3.62448E-008 -1.52658E-007 -2.73228E-007 -3.98444E-007 -5.28898E-007 -6.65255E-007 -8.08342E-007 -9.59070E-007 -1.11860E-006 -1.28816E-006 -1.46938E-006 -1.66400E-006 -1.87427E-006 -2.10264E-006 -2.35229E-006 -2.62670E-006 -2.93035E-006 -3.26822E-006 -3.64659E-006 -4.07241E-006 -4.55416E-006 -5.10090E-006 -5.72296E-006 -3.40580E-006 -3.32191E-006 -3.74540E-006 -4.13846E-006 -4.49493E-006 -4.81053E-006 -5.08219E-006 -5.30747E-006 -5.48460E-006 -5.61217E-006 -5.68909E-006 -5.71478E-006 -5.68909E-006 -5.61220E-006 -5.48461E-006 -5.30745E-006 -5.08217E-006 -4.81052E-006 -4.49489E-006 -4.13842E-006 -3.74539E-006 -3.32189E-006 -3.40582E-006 -5.72300E-006 -5.10096E-006 -4.55417E-006 -4.07246E-006 -3.64659E-006 -3.26825E-006 -2.93036E-006 -2.62671E-006 -2.35230E-006 -2.10265E-006 -1.87428E-006 -1.66401E-006 -1.46940E-006 -1.28818E-006 -1.11862E-006 -9.59095E-007 -8.08368E-007 -6.65290E-007 -5.28929E-007 -3.98482E-007 -2.73262E-007 -1.52699E-007 -3.62780E-008  7.63949E-008  1.85721E-007  2.91956E-007  3.95413E-007  4.96266E-007  5.94757E-007  6.91002E-007  7.85182E-007  8.77388E-007  9.67749E-007 
 8.51168E-007  7.75115E-007  6.97438E-007  6.17992E-007  5.36689E-007  4.53346E-007  3.67843E-007  2.79957E-007  1.89499E-007  9.61997E-008 -2.19261E-010 -1.00101E-007 -2.03827E-007 -3.11841E-007 -4.24673E-007 -5.42919E-007 -6.67285E-007 -7.98581E-007 -9.37754E-007 -1.08593E-006 -1.24438E-006 -1.41468E-006 -1.59859E-006 -1.79829E-006 -2.01631E-006 -2.25566E-006 -2.52000E-006 -2.81364E-006 -3.14177E-006 -3.51053E-006 -3.92736E-006 -4.40097E-006 -4.94209E-006 -2.19279E-006 -1.86069E-006 -2.10316E-006 -2.32999E-006 -2.53626E-006 -2.71875E-006 -2.87546E-006 -3.00496E-006 -3.10644E-006 -3.17942E-006 -3.22351E-006 -3.23828E-006 -3.22352E-006 -3.17946E-006 -3.10646E-006 -3.00496E-006 -2.87544E-006 -2.71877E-006 -2.53625E-006 -2.32998E-006 -2.10319E-006 -1.86068E-006 -2.19280E-006 -4.94220E-006 -4.40108E-006 -3.92744E-006 -3.51063E-006 -3.14182E-006 -2.81373E-006 -2.52004E-006 -2.25573E-006 -2.01632E-006 -1.79835E-006 -1.59860E-006 -1.41471E-006 -1.24439E-006 -1.08594E-006 -9.37757E-007 -7.98587E-007 -6.67292E-007 -5.42925E-007 -4.24686E-007 -3.11853E-007 -2.03843E-007 -1.00113E-007 -2.45841E-010  9.61784E-008  1.89472E-007  2.79933E-007  3.67809E-007  4.53321E-007  5.36649E-007  6.17963E-007  6.97398E-007  7.75084E-007  8.51122E-007 
 7.57604E-007  6.97003E-007  6.35209E-007  5.72101E-007  5.07638E-007  4.41667E-007  3.74115E-007  3.04815E-007  2.33657E-007  1.60441E-007  8.50054E-008  7.11545E-009 -7.34504E-008 -1.56967E-007 -2.43726E-007 -3.34073E-007 -4.28366E-007 -5.27061E-007 -6.30593E-007 -7.39543E-007 -8.54464E-007 -9.76122E-007 -1.10524E-006 -1.24285E-006 -1.38995E-006 -1.54795E-006 -1.71827E-006 -1.90296E-006 -2.10413E-006 -2.32475E-006 -2.56815E-006 -2.83891E-006 -3.14258E-006  5.07552E-008  7.93134E-007  9.29653E-007  1.06480E-006  1.19605E-006  1.32007E-006  1.43321E-006  1.53145E-006  1.61143E-006  1.67050E-006  1.70649E-006  1.71853E-006  1.70651E-006  1.67045E-006  1.61138E-006  1.53139E-006  1.43316E-006  1.32003E-006  1.19597E-006  1.06482E-006  9.29638E-007  7.93098E-007  5.06831E-008 -3.14281E-006 -2.83915E-006 -2.56843E-006 -2.32495E-006 -2.10438E-006 -1.90314E-006 -1.71848E-006 -1.54811E-006 -1.39014E-006 -1.24297E-006 -1.10537E-006 -9.76210E-007 -8.54561E-007 -7.39600E-007 -6.30656E-007 -5.27101E-007 -4.28414E-007 -3.34102E-007 -2.43752E-007 -1.56987E-007 -7.34722E-008  7.09180E-009  8.49734E-008  1.60412E-007  2.33615E-007  3.04778E-007  3.74053E-007  4.41612E-007  5.07557E-007  5.72036E-007  6.35118E-007  6.96923E-007  7.57505E-007 
 6.84569E-007  6.40112E-007  5.95070E-007  5.49434E-007  5.03171E-007  4.56268E-007  4.08692E-007  3.60423E-007  3.11456E-007  2.61765E-007  2.11364E-007  1.60243E-007  1.08454E-007  5.60336E-008  3.07823E-009 -5.02854E-008 -1.03876E-007 -1.57424E-007 -2.10621E-007 -2.62992E-007 -3.13966E-007 -3.62824E-007 -4.08609E-007 -4.50230E-007 -4.86181E-007 -5.14846E-007 -5.34018E-007 -5.41305E-007 -5.33609E-007 -5.07514E-007 -4.58845E-007 -3.83059E-007 -2.74890E-007  3.36948E-006  4.70032E-006  5.43479E-006  6.14867E-006  6.82576E-006  7.45026E-006  8.00716E-006  8.48251E-006  8.86452E-006  9.14392E-006  9.31404E-006  9.37113E-006  9.31407E-006  9.14388E-006  8.86449E-006  8.48249E-006  8.00711E-006  7.45021E-006  6.82567E-006  6.14857E-006  5.43470E-006  4.70021E-006  3.36941E-006 -2.75008E-007 -3.83194E-007 -4.58999E-007 -5.07631E-007 -5.33712E-007 -5.41381E-007 -5.34105E-007 -5.14904E-007 -4.86261E-007 -4.50271E-007 -4.08684E-007 -3.62886E-007 -3.14024E-007 -2.63067E-007 -2.10668E-007 -1.57506E-007 -1.03924E-007 -5.03562E-008  3.03266E-009  5.59740E-008  1.08418E-007  1.60202E-007  2.11329E-007  2.61736E-007  3.11429E-007  3.60402E-007  4.08667E-007  4.56242E-007  5.03144E-007  5.49404E-007  5.95038E-007  6.40069E-007  6.84530E-007 
 6.28156E-007  5.99883E-007  5.71809E-007  5.44009E-007  5.16538E-007  4.89507E-007  4.62993E-007  4.37170E-007  4.12164E-007  3.88215E-007  3.65553E-007  3.44526E-007  3.25500E-007  3.09004E-007  2.95638E-007  2.86183E-007  2.81590E-007  2.83058E-007  2.92032E-007  3.10332E-007  3.40159E-007  3.84259E-007  4.45946E-007  5.29284E-007  6.39235E-007  7.81778E-007  9.64258E-007  1.19543E-006  1.48597E-006  1.84858E-006  2.29874E-006  2.85464E-006  3.53830E-006  7.62502E-006  9.70823E-006  1.12472E-005  1.27455E-005  1.41669E-005  1.54770E-005  1.66441E-005  1.76400E-005  1.84405E-005  1.90261E-005  1.93833E-005  1.95033E-005  1.93832E-005  1.90261E-005  1.84404E-005  1.76400E-005  1.66440E-005  1.54769E-005  1.41668E-005  1.27452E-005  1.12469E-005  9.70804E-006  7.62480E-006  3.53803E-006  2.85446E-006  2.29855E-006  1.84847E-006  1.48584E-006  1.19535E-006  9.64182E-007  7.81708E-007  6.39184E-007  5.29219E-007  4.45895E-007  3.84190E-007  3.40106E-007  3.10252E-007  2.91965E-007  2.82980E-007  2.81519E-007  2.86113E-007  2.95567E-007  3.08943E-007  3.25442E-007  3.44481E-007  3.65515E-007  3.88195E-007  4.12150E-007  4.37172E-007  4.63005E-007  4.89523E-007  5.16565E-007  5.44036E-007  5.71844E-007  5.99914E-007  6.28194E-007 
 5.83342E-007  5.70520E-007  5.58762E-007  5.48216E-007  5.39081E-007  5.31564E-007  5.25938E-007  5.22517E-007  5.21687E-007  5.23907E-007  5.29746E-007  5.39880E-007  5.55154E-007  5.76586E-007  6.05429E-007  6.43210E-007  6.91811E-007  7.53510E-007  8.31111E-007  9.28050E-007  1.04846E-006  1.19755E-006  1.38138E-006  1.60775E-006  1.88562E-006  2.22656E-006  2.64387E-006  3.15451E-006  3.77819E-006  4.53972E-006  5.46825E-006  6.59982E-006  7.97732E-006  1.24678E-005  1.54147E-005  1.79088E-005  2.03429E-005  2.26562E-005  2.47909E-005  2.66941E-005  2.83195E-005  2.96269E-005  3.05842E-005  3.11684E-005  3.13648E-005  3.11682E-005  3.05841E-005  2.96269E-005  2.83195E-005  2.66941E-005  2.47907E-005  2.26561E-005  2.03427E-005  1.79086E-005  1.54145E-005  1.24675E-005  7.97706E-006  6.59948E-006  5.46802E-006  4.53939E-006  3.77800E-006  3.15422E-006  2.64369E-006  2.22633E-006  1.88548E-006  1.60758E-006  1.38125E-006  1.19743E-006  1.04835E-006  9.27966E-007  8.31019E-007  7.53459E-007  6.91733E-007  6.43166E-007  6.05359E-007  5.76539E-007  5.55087E-007  5.39829E-007  5.29680E-007  5.23858E-007  5.21633E-007  5.22473E-007  5.25895E-007  5.31528E-007  5.39045E-007  5.48191E-007  5.58737E-007  5.70506E-007  5.83327E-007 
 5.44347E-007  5.45371E-007  5.48290E-007  5.53355E-007  5.60872E-007  5.71191E-007  5.84742E-007  6.02022E-007  6.23643E-007  6.50317E-007  6.82945E-007  7.22562E-007  7.70472E-007  8.28220E-007  8.97721E-007  9.81271E-007  1.08171E-006  1.20244E-006  1.34768E-006  1.52252E-006  1.73319E-006  1.98731E-006  2.29414E-006  2.66503E-006  3.11368E-006  3.65704E-006  4.31545E-006  5.11404E-006  6.08302E-006  7.25968E-006  8.68878E-006  1.04255E-005  1.25364E-005  1.73469E-005  2.11759E-005  2.46740E-005  2.80960E-005  3.13543E-005  3.43656E-005  3.70536E-005  3.93513E-005  4.12013E-005  4.25569E-005  4.33844E-005  4.36626E-005  4.33841E-005  4.25567E-005  4.12011E-005  3.93512E-005  3.70535E-005  3.43654E-005  3.13540E-005  2.80957E-005  2.46737E-005  2.11757E-005  1.73466E-005  1.25363E-005  1.04253E-005  8.68861E-006  7.25945E-006  6.08289E-006  5.11385E-006  4.31533E-006  3.65688E-006  3.11359E-006  2.66489E-006  2.29406E-006  1.98721E-006  1.73313E-006  1.52245E-006  1.34763E-006  1.20239E-006  1.08167E-006  9.81239E-007  8.97685E-007  8.28181E-007  7.70428E-007  7.22512E-007  6.82891E-007  6.50257E-007  6.23577E-007  6.01949E-007  5.84668E-007  5.71112E-007  5.60793E-007  5.53275E-007  5.48212E-007  5.45295E-007  5.44275E-007 
